Id,Sentiment,Instagram Comment Text,cleaned_text,original_length,cleaned_length
292,positive,"Wah Mbak Rini hamil ya ?? Selamat ya mbak semoga kandungannya sehat"" aja & juga mbak rininya , makin bahagia di hamil yang pertama , dan semoga lancar di proses persalinannya nanti ????",wah mbak rini hamil selamat mbak moga kandung sehat juga mbak rini makin bahagia hamil pertama moga lancar proses salin,33,20
293,positive,"Kasian anaknya,, jgn sampek anaknya rusak jugak kek emaknya yaa",kasi anak jangan sampek anak rusak jugak kayak emaknya,10,9
294,positive,Kalo pasangan cantik + ganteng suka deh liatnya?,kalau pasang cantik ganteng suka deh liat,8,7
295,positive,"Wah akhirnya hamil lagi juga. Selamat ya mbak Sandra semoga kehamilannya makin sehat"" saja , makin fit dan semoga lancar di prosesi persalinannya nanti. Wah udah jadi calon ibu nih",wah akhir hamil juga selamat mbak sandra moga hamil makin sehat makin fit moga lancar prosesi salin wah jadi calon ibu,30,21
296,positive,ikutan happy....sukakkk bgt sm nih couple...salah satu pasangan sempurna menurut gw,ikut bahagia sukakkk banget sama couple salah satu pasang sempurna saya,11,11
297,positive,"Pernah lihat di infotainment sebelum nikah, wkt ditanya persiapannya jelang pernikahan, sandra dewi bilang klo dia sama calon suaminya pengen banget cepat punya anak nanti hbs menikah, krn mereka suka anak kecil, bahkan mereka sdh prepare program2 yg akan mereka lakukan klo dlm wkt dekat blm dikasih anak, but finally...congrats...semoga lancar dan sehat trs sampe lahiran ??????",pernah lihat infotainment nikah wkt tanya siap jelang nikah sandra dewi kata kalau sama calon suami ken banget cepat punya anak hbs meni suka anak kecil bahkan sudah prepare program akan mereka laku kalau wkt dekat kasih anak but finally congrats moga lancar sehat terus sampe lahir,57,47
298,positive,Keluarga ter-humble ter-sempurna ter-sederhana dan engga pernah sok terlihat kaya dan ga pnah manja pake pesawat jet pribadi kayak yg lain lain ??????????,keluarga ter humble ter sempurna ter sederhana engga pernah pura lihat kayak tidak pnah manja pakai pesawat jet pribadi kayak lain,23,21
299,positive,"Bunda maia cantik semoga slalu sukses, sehat trs ya cantik wajahnya secantik hatinya",ibu maia cantik moga selalu sukses sehat terus cantik wajah cantik hati,13,12
300,positive,"Artis yg gue kaguminn.. Nikah muda, ga neko2, syg keluarga syg suami,, mengutamakan anak2.. Ga puyeng ama dunia hiburan dan ke artisann.. Padahal tajirrr mampuss.. Plus ga alayy dan ga aneh2.. Salutt ama niaa.. Smiga slalu samawa.. Yaa nia and famzz???????????????????????????????",artis kaguminn nikah muda neko syg keluarga syg suami utama anak puyeng sama dunia hibur ke artisann padahal tajirrr mampuss plus alayy tidak saya salutt sama niaa smiga selalu samawa nia and famzz,41,33
301,positive," <USERNAME> iya aku sih jujur bukan fans Nia, biasa aja sama dia, pas dia tenar banget sama sinteronnya juga aku biasa aja. Tapi makin ke sini kalau soal urusan keluarga, aku salut ama dia. Dia kan masih muda ya itungannya, sama aku cuma beda 2-3 t",username iya sih jujur bukan fans nia biasa sama pas tenar banget sama sinteronnya biasa tapi makin sini kalau soal urus keluarga salut sama dia kan muda itungannya sama saya cuma beda t,46,33
302,positive,Smnjk hbs nikah auranya keluarr bgt. Suaminya jg kliatan syg dan nia nya kliatan baik gt tulusss.. sukak deh liatnya.,smnjk hbs nikah aura keluarr banget suami lihat syg nia nya lihat baik gitu tulusss sukak deh liat,20,18
303,positive,Mngkin s mba nya marah2 krna ad kata2 yg ga enk dr yg komen..wajar lah kl dia marah..toh it kan cuma foto biasa aj.. Ko jadi malah mba nya yg d bully..sampe bawa2 fisik sgala.. Kan ga bgus.. Pinter2 lah kita mnyikapi medsos.. ????,mngkin s mbak nya marah krna ad kata enk komen wajar lah kalau marah it kan cuma foto biasa ko jadi malah mbak nya yang di bully sampe bawa fisik sgala kan tidak bgus pinter lah mnyikapi medsos,44,38
304,positive,Cantik banget yak.. Punya anak cewe begini puyeng kali yak jagain nya ??????,cantik banget yak punya anak cewe begini puyeng kali yak jagain nya,13,12
305,positive," <USERNAME> iya betul mba. Ariel gak ganteng. Tapi ariel punya kharisma yg menarik. Udah tua pun skrang agak keriput wajahnya ttp aja kharisma nya sebagai lelaki keliatan lebih terpancar. Buktinya mama, dan tante saya makin tergila2 sama ariel dan sa",username iya betul mbak ariel ganteng ariel punya kharisma tarik tua skrang keriput wajah ttp kharisma nya lelaki lihat lebih pancar bukti ibu tante makin gila sama ariel sa,40,29
306,positive,"Jadi manusia Saling menghargailah, kalo tulisan yg ditulis itu tidak berguna bahkan menyakiti hati orang lain. Ya sebaiknya tidak usah tulis. Pergunakan sosmed dengan smart ya guys!!",jadi manusia saling harga kalau tulis tulis guna bahkan sakit hati orang baik tidak usah tulis guna sosmed smart ya guys,27,21
307,positive,entah kenapa kalo liat  <USERNAME> bergaya apapun ttp kliatan bagus... suka sama lgu nya.. sukses trus kak,entah kalau lihat username gaya apa ttp lihat bagus suka sama lgu nya sukses terus kakak,17,16
308,positive,banyak bangat emasnya.jadi salpok diemasnya.tp sumpah lagunya dan music nya keren bngat.apalagi konsep mv nya ia ambil handel.kan keren menurut saya.kalo denada taro kutang diluar itu krn masih minim perestasi.tp kalo agnes itu hal wajar.prestasi dan dunia fashion kalo artis indonesia ia selalu unggul.krn ia berani meski gak cocok ia pake,banyak bangat emas jadi salpok emas sumpah lagu music nya hebat bngat konsep mv nya ambil handel kan hebat saya kalau denada taro kutang luar minim perestasi kalau agnes monica hal wajar prestasi dunia fashion kalau artis indonesia selalu unggul karena berani meski cocok ia pakai,51,46
309,positive,"Coba deh yang pada kritik2 itu bikin karya sendiri, siapa tau lebih bagus dari yang mereka kritik",coba deh pada kritik buat karya sendiri siapa tau lebih bagus yang kritik,17,13
310,positive,"Pada protes kenapa sih??yang protes itu coba usaha deh..Jangan kira usaha dia pendek ya!!.Butuh waktu lama dia agar bisa go international.Jangan cuma protes,klau pengen yang kalian inginkan ya kaliam sendiri dengan cara sendiri agar kalian bisa go international",protes sih protes coba usaha deh jangan kira usaha pendek butuh waktu lama go international jangan cuma protes klau ken kalian ingin kaliam sendiri cara sendiri agar kalian go international,38,30
311,positive,"Keren, ga suka ma agnes, tp suka ma lagu ini, n jd suka jg ma y nyanyi, santai lagunya tp asyik",hebat suka ma agnes monica suka ma lagu n jadi suka ma y nyanyi tenang lagu asyik,21,17
312,positive,"Bandingin lagu Go Internasional yang paling ngena di gue ini seru enak didenger....... Tapi tumben agnes gak memberikan bumbu Indonesianya kaya ada Batik"" gtu atau apa..",bandingin lagu go internasional paling ngena saya seru enak didenger tumben agnes monica beri bumbu indonesia kayak batik gitu apa,26,20
313,positive,"Nah ini baru keren, daripada mba mba superman wkwkwk",nah baru hebat mbak mbak superman wkwk,9,7
314,positive,"Sumpah gua suka bgt sama lagu dia yg ini, asik bgt di dengernyaa",sumpah gua suka banget sama lagu yang asik banget dengernyaa,13,10
315,positive,Enak banget mak lagu2 dialbumnya paling suka yg inih sm beautiful mistake,enak banget mak lagu album paling suka inih sama beautiful mistake,12,11
316,positive,Mantap .gw suka bngt ama agnes.karena dy artis yg bertalenta .dan ke kayaan dy ga pernah dipamer ky artis ygblain.gw suka dy ga pernah pamer.keren bngt,bagus suka banget sama agnes monica dy artis talenta ke kaya dy pernah pamer ky artis ygblain suka dy pernah pamer hebat banget,26,23
317,positive,enakk musik nyaa . apa lagii lhatt ka agnes nyaa dance kaya nyaa nyamaann dan enakk bgt tuh kayaa nyaa,enakk musik nyaa apa lagi lhatt ka agnes monica nyaa dance kayak nyaa nyamaann enakk banget kayaa nyaa,20,18
318,positive,"Asik bgts dancenya,apa lg lagunya mancappppp",asik bgts dancenya apa lagu mancappppp,6,6
319,positive,Ganteng banget meski aura... Kenceng banget & diragukan.semoga langgeng mami..,ganteng banget meski aura kenceng banget ragu moga langgeng mami,10,10
320,positive,"Mami depe cantik banget. Awet muda, ngga kalah sm penyanyi pendatang baru. Semoga samawa...  <USERNAME>",mami depe cantik banget awet muda ngga kalah sama nyanyi datang baru moga samawa username,15,15
321,positive,Ganteng yesss. Mami cuco deh sama babang. Semoga langgeng ya unchhh lope mami,ganteng yesss mami cuco deh sama babang moga langgeng unchhh lope mami,13,12
322,positive,Mbak dewi jadi lebih sabar keliahatannya... Keren semoga semakin langgeng,mbak dewi jadi lebih sabar keliahatannya hebat moga makin langgeng,10,10
323,positive,Soal pasangan hidup ijk salut sih sama mami depe.. ga matre n neko2.. yg penting single n cocok doi mau diajak merit.. ga kyk tetangga sblh saking matrenya suami org di embat jg..,soal pasang hidup ijk salut sih sama mami depe matre n neko penting single n cocok doi mau ajak rit kayak tetangga sblh saking matrenya suami orang embat,33,28
324,positive,mau duda mau singgel itu ngak masalah yg penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat slalu dlm berkarya,mau duda mau singgel ngak masalah penting laki zaman sekarang setia tani dunia akhirat amin good luck dewi persil sehat selalu karya,25,22
325,positive,Muantepp ganteng...selamat menempuh hidup baru mg langgeng rumah tanggax bhagia n selladem ayem...??????,muantepp ganteng selamat tempuh hidup baru mg langgeng rumah tanggax bhagia n selladem ayem,13,14
326,positive,"Mb depe langgeng yo karo masny.mb ibuku ngefans bgt sm mb depe dri mb sm mas saiful dlu smpe2 blng jdi pembntuny gapapala ktny,pgn bgt ktmu mb depe ibuku kami dijambi mb",mbak depe langgeng yo karo masny mbak ibu ngefans banget sama mbak depe mbak sama mas saiful dlu smpe blng jadi pembntuny gapapala ktny pgn banget ktmu mbak depe ibu dijambi mbak,32,32
327,positive,Jangan di dengar kata 2 yg menyakitkan hati lebih baik tenang jalanin aja dengan pilihan andah sendiri bahagia itu biasanya ada di kata hatimu maju trus dan sukses bersama pasangan mu,jangan dengar kata sakit hati lebih baik tenang jalanin dengan pilih andah sendiri bahagia biasa di kata hati maju terus sukses sama pasang mu,31,24
328,positive,"Cakep,ganteng pacarnya dewi persik,udah ini aja jgn ganti lg yaa dewi",bagus ganteng pacar dewi persik ini jangan ganti ya dewi,11,10
329,positive,"Beruntungnya Bella.. Orang2 jadi fokus ama komen lakinya. Coba kalo ngga, pasti model bajunya yang diceramahin ama netizen ??",untung bella orang jadi fokus sama komen laki coba kalau ngga model baju diceramahin sama netizen,19,16
330,positive,Beginilah pasangan suami istri yg normal.. Romantisme hanya dia dan istri yg tau. Ga perlu diumbar.. Tp dijaga. Yg suka umbar kemesraan iti kebanyakan menutupi kenyataan yg sebenarnya.,begini pasang suami istri normal romantisme dia istri tau perlu umbar jaga suka umbar mesra iti banyak tutup nyata benar,28,20
331,positive,"Naksir Ama ceweknya, kyanya lembut banget Kya bolu ??",naksir sama cewek kyanya lembut banget kya bolu,9,8
332,positive,Cewex luar biasa cntik... Cowox.. Mmmmhh hehe,cewex luar biasa cntik cowox mmmmhh hehe,7,7
333,positive,"Cewenya cantikk, the power of tajir ??",cewenya cantik the power of tajir,7,6
334,positive,Alhamdulillah lebih ganteng babang Emran ya  <USERNAME> ??,alhamdulillah lebih ganteng babang emran username,8,6
335,positive,"Alhamdulillah  <USERNAME> gak jadi sama yg ini... engku emran masyaallah ganteng, anteng, sabar, sholeh, penyanyang, senyumnya cute.. baper dech",alhamdulillah username jadi sama ini engku emran masyaallah ganteng anteng sabar sholeh nyanyang senyum cute bawa asa dech,19,18
336,positive,Cantik manis cewe nya .. cocok ajalah,cantik manis cewe nya cocok aja,7,6
337,positive,"Cewenya manis, cakepan yg skrg Dr yg kmrn ga jd.",cewenya manis cakep sekarang yang kemarin jadi,10,7
338,positive,yg ini lbh cantik sih. hebat jg ni lakik ciwik nya cakep2 lho..,ini lebih cantik sih hebat ni lakik ciwik nya bagus lho,13,11
339,positive,Semoga betul klo sma yg ini mh....klo bella mh udah dapet yg amat sangat pas lah????,moga betul kalau sama ini mh kalau bella mh dapat amat sangat pas lah,16,14
340,positive,"Semoga ga putus lagi ya. Ka bella udah bahagia banget tuh, ga malu??? ??????",moga putus ya ka bella bahagia banget tidak malu,14,9
341,positive,Yaampun cantiikk bangett aslii! Angguunn ??,yaampun cantiikk bangett asli angguunn,6,5
342,positive, <USERNAME> euum setuju sekaliii emang cantikan ini dari pada yang sebelumnya. Lebih WOW... ?? terbaik ?? terpelihara hehe,username euum tuju sekaliii memang cantik dari yang belum lebih wow baik pelihara hehe,18,14
343,positive,"Cantiik, senyumnya mirip Maudy Kusnaedi",cantiik senyum mirip maudy kusnaedi,5,5
344,positive,"Dari kisah jevin radhini rini gue jd belajar 1 hal. ""Kalau memang jodohmu, maka akan ada saja jalanNya"". Gue kebetulan ngikutin dr awal. Gue nonton pas live the remix jevin ngomong 'itu pacar saya nonton' sambil nunjuk radhini. Gue jg nntn pas jevin meluk radhini erat bgt di backstage stlh lolos ke final. Keliatan jevin ini anaknya gentle, tulus dan penyayang. Tapi Allah maha pembolak-balik hati. Mei '15 jevin radhini pcrn, sept '15 jevin rini dipasangin the remix, Des '15 final the remix, jan '16 jevin radhini putus, feb '16 jevin rini pcrn, april '16 jevin ngelamar rini, feb '17 jevin rini tunangan, mei '17 jevin rini nikah. Allah works in many ways??. Allah's plan is better than our plan. Jevin yg dulunya berfikiran akan nikah umur 30, siapa sangka di umur 25 dan dlm waktu pcrn baru 2 bulan udah yakin ngajakin anak orang nikah. Ah, happy wedding soundwave. Bahagia selalu??",kisah jevin radhini rini jadi ajar kalau memang jodoh saja jalan betul ngikutin awal nonton pas live the remix jevin bicara pacar nonton nunjuk radhini juga nntn pas jevin luk radhini erat banget backstage stlh lolos final lihat jevin anak gentle tulus sayang allah maha bolak balik hati mei jevin radhini pcrn sept jevin rini dipasangin the remix des final the remix jan jevin radhini putus feb jevin rini pcrn april jevin ngelamar rini feb jevin rini tunang mei jevin rini nikah allah works in many ways allah s plan is better than our plan jevin dulunya berfikiran akan nikah umur siapa sangka umur dalam waktu pcrn baru bulan yakin ngajakin anak orang nikah ah bahagia wedding soundwave bahagia selalu,152,120
345,positive,"Kalau kita bisa mengartikan jodoh,ini lah yang di bilang jodoh.cantik lahir batin tapi kl ga jodoh perpisahanlah yang terbaik..",kalau bisa arti jodoh lah di kata jodoh cantik lahir batin kalau jodoh pisah baik,19,15
346,positive,Pingkan ni suaranya enak banget.. bindeng2 gimana gt.. berciri khas.. ibarat gw merem denger suaranya gw udh langsung tauk,pingkan ni suara enak banget bindeng gimana gitu cir khas ibarat merem dengar suara sudah langsung tauk,19,17
347,positive,Hatinya terbuat dari apa ya .. Mbaa gigi yang berhati luarbiasanya ajah sampe di benci .. Cobaa sebutin heternya mbaa kesalahan apa yang mba gigi lakukan :'( duhh aku ajah jadi sukak sama sifatnyaaaaaaaaaaa,hati buat apa mbaa gigi hati luarbiasanya ajah sampe benci cobaa sebutin heternya mbaa salah apa mbak gigi laku aduh ajah jadi sukak sama sifatnyaaaaaaaaaaa,34,25
348,positive,"Suka banget banget nih sama ni artis, gak neko neko, ternyata masih lahiran 1996 ??????",suka banget banget sama ni artis neko neko nyata lahir,15,10
349,positive,"alhamdulillahhh... ada juga yang ngepost ayangnya Ibel.... biarin deh damai seisi dunia.... masing2 sdh punya pasangan, jadi engga ada lg yang bilang Ibel PHO.... Happy b""day Ibel",alhamdulillahhh juga ngepost ayangnya ibel biarin deh damai isi dunia masing punya pasang jadi engga lagi kata ibel pho bahagia b day ibel,27,23
350,positive,"Ini kakaknya murid2ku waktu msh ngajar di sekolah internasional mihil. Anaknya cantik2 dan si ibu dan bpk ramah dan baik bngt. Seluruh sepupunya di sekolah yg sama, yg uang masuknya aja 70 jtan lbh/siswa. G tau skrg brp.",kakak murid waktu msh ngajar sekolah internasional mihil anak cantik si ibu bpk ramah baik banget seluruh sepupu sekolah sama uang masuk jtan lebih siswa tau sekarang berapa,38,28
351,positive," <USERNAME> justru karena ka bella sholehah, punya penghasilan sendiri, dan cantik jadi Allah mau kasih jodoh yang lebih baik lagi..",username justru ka bella sholehah punya hasil sendiri cantik jadi allah mau kasih jodoh lebih baik,20,16
352,positive,"Mbak bela, nikahnya berdasarkan atas dasar agama mbak yg diutamakan ya. Biar laki2nya dpt yg baik. Saya yakin banyak laki2 yg baik dan kaya raya yg mau nikahin mbak",mbak bela nikah dasar atas dasar agama mbak utama biar laki baik yakin banyak laki baik kayak raya yang mau nikahin mbak,29,22
353,positive,Duh geulis kitu ditinggal sama yg 'itu' duuuhhhh hahaha jodohnya pasti Allah kasih yg lebih baik Teeeh ??,duh geulis kitu tinggal sama itu duuuhhhh haha jodoh allah kasih lebih baik teeeh,18,14
354,positive,"Bu Ameeel.... udah lama ga ke bank,kangen bu Amel yg cantik,ramah,baik ama kangen tentengannya hihiii ????. Nanya si mba bu Amelnya pindah rumah dan lg hamil. Sehat2 yaa bu Amel,salam buat Annabel",bu ameeel lama ke bank kangen bu amel cantik ramah baik sama kangen tenteng hihiii nanya si mbak bu amelnya pindah rumah lagi hamil sehat bu amel salam annabel,32,29
355,positive,"Ambil positifnya aja mbak toh oma nani yang menjalankan, mau mbak bilang gimana nggak mungkin kan oma langsung cerai karena itu udah pilihan hidup dia gimana jadi lebih baik didoakan semoga langgeng karena menikah juga ibadah heheu  <USERNAME>",ambil positif mbak oma nan jalan mau mbak kata gimana mungkin kan oma langsung cerai itu pilih hidup gimana jadi lebih baik doa moga langgeng meni ibadah heheu username,38,29
356,positive,"Alesha arti namanya : Yang dilindungi Allah....aamiin yra, ya nak....",alesha arti nama lindung allah aamiin yra nak,10,8
357,positive,Semoga anak nya bsok pas bangun langsung jd dewasa biar bisa bakal jodoh saya???? pasti gedenya ntar sama cakep kek kakaknya Fahri..,moga anak nya bsok pas bangun langsung jadi dewasa biar bakal jodoh pasti gede ntar sama bagus kayak kakak fahri,22,20
358,positive,min mnta doanya jg buat saya mudahan dilancarkan dan selamat saat melahirkan bulan mei ini. Aamiin,min mnta doa untuk mudah lancar selamat lahir bulan mei aamiin,16,11
359,positive,"Waaah.... Hamil Malah makin cantik, cew kali yeee debay nya.... ??",waaah hamil malah makin cantik cew kali yeee debay nya,11,10
360,positive,mba acha cantik banget banget banget !! buat calon ibu yg blm d kasih momongan sm Allah smoga di segerakan ya ??,mbak acha cantik banget banget banget calon ibu belum kasih momong sama allah moga segera,22,15
361,positive,"Gemulai'nya Momo,, Bak Putri keraton Jawa,,, semoga bersatu selama'nya dan cuma Maut yg memisah'kan,, Gbu...",gemulai nya momo bak putri keraton jawa moga satu lama nya cuma maut pisah kan gbu,15,16
362,positive,Berasa kaya mau manggung kk  <USERNAME> ?? semoga lancar dan cepat punya momongan biar Ada Princess Kecil MoMo atau gak prince ??,asa kayak mau manggung kk username moga lancar cepat punya momong biar princess kecil momo tidak prince,22,17
363,positive,"waaahhh sm dokter sigit ya, ini dokter the best banget, baik banget, humble orgnya, recomend banget buat yg mau program dan kehamilan ??",waaahhh sama dokter sigit ini dokter the best banget baik banget humble orgnya recomend banget yang mau program hamil,23,19
364,positive,"Ashanti bunda the best, Slalu belain/support anaknya. Mskipun bkn ank kndung??",ashanti ibu the best selalu bain support anak mskipun bukan ank kndung,11,12
365,positive,Smua orng berhak untuk melakukan apapun yg mereka suka.. Asal g mrugikan dirinya ataupun ornglain.. Mau aurel dandan berlebihan atau natural itu hak dia.. Apalagi aurel pinter banget dandannya.. Kliatan cantiiik banget.. ????,smua orng hak laku apa mereka suka asal mrugikan diri atau ornglain mau aurel dandan lebih natural hak apalagi aurel pinter banget dandan lihat cantiiik banget,33,26
366,positive,Beruntung si aurel dpt ibu sambung kaya ashanti .  <USERNAME>,untung si aurel ibu sambung kayak ashanti username,10,8
367,positive,salut ma bunda  <USERNAME> .. mskipun ibu sambung.. tpi sellu jdi org yg plingbdpan mmbela aurel n azriel dri pra hatters..,salut ma ibu username mskipun ibu sambung sellu jadi orang plingbdpan mmbela aurel n azriel pra hatters,21,17
368,positive,"Keren ya ashanty segitu sayangnya sama anak nya(padahal bukan anak kandung), yang ibu kandung aja blm tentu begitu. Ini orang hatinya kek bidadari di tv tv. Beruntung banget itu aurel azriel punya ibu tiri macam dia",hebat ashanty segitu sayang sama anak nya padahal bukan anak kandung ibu kandung belum begitu orang hati kayak bidadari tv tv untung banget aurel azriel punya ibu tiri macam,36,29
369,positive,"Salut buat Bunda  <USERNAME> slalu yg trdpan melindungi ank""yh...mngalahin ibu kandung sndri yg cma Diam ajj...bt aurel pa yg slah pd dya jga Manusia ciptaan Allah klau pun Dya lbh sgla yh dri yg suka nyinyiir mslh pnampilan brarti dh nasib tuuh orang g bsa sprti Aurel yg lbh baek n bgs dri yg nyinyiiir..",salut ibu username selalu trdpan lindung ank yh mngalahin ibu kandung sndri cma diam ajj bt aurel pa slah dya jga manusia cipta allah klau dya lebih sgla yh suka nyinyiir mslh pnampilan brarti dh nasib tuuh orang bsa sprti aurel yang lebih baek n bgs yang nyinyiiir,55,48
370,positive,Ibu tiri terhebat..... Ntr palingan klo dah 20an dia baru perawatan .skrg msh muda kasian klo di paksa perawatan .cm ya paling tutup mata tutup kuping skrg mah,ibu tiri hebat ntr paling kalau dah an baru awat sekarang msh muda kasi kalau paksa awat cm paling tutup mata tutup kuping sekarang mah,28,25
371,positive," <USERNAME> aurel itu cantik tau. Pernah liat asli nya kok. Org sirik itu yg menjelek jelekannya. Padahal muka sendiri belum tente lebih cantik dan muda daripada aurel. aurel difoto nampak putib bilangnya suntik putih, kelihatan hitam dibilang gk bisa ra",username aurel cantik tau pernah lihat asli nya kok orang sirik yang jelek jelek padahal muka sendiri tente lebih cantik muda aurel aurel foto nampak putib bilang suntik putih lihat hitam bilang bisa ra,40,34
372,positive," <USERNAME> Astagfirullah... Mbak tolong ucapannya dijaga ya, ALLAH menciptakan manusia dengan sempurna, kok mbak ngomongnya kayak gitu. Aurel cantik kok, wajar manusia ada kekurangannya. Dan mbak Ashanti wajar belain anaknya, bukan caper ya mbak, sia",username astagfirullah mbak ucap jaga allah cipta manusia sempurna kok mbak ngomongnya kayak gitu aurel cantik kok wajar manusia kurang mbak ashanti wajar bain anak bukan cari perhati mbak sia,35,30
373,positive,"aurel itu perempuan hebat, ingat bgt kejadian zaman pipi mimi ny & dilihat didepan mata dia sendiri. Ga semua anak bs strong kyk dia. Yg nyinyir pasti iri krn aurel bs punya keluarga bahagia kyk skrg. Yg blg bundanya Ash lebay, mungkin blm punya anak. Hati2 sayang..km jg perempuan, nanti bakal jd ibu. Bayangin anakmu yg jd korban bully ??",aurel perempuan hebat ingat banget jadi zaman pipi mimi peri ny lihat depan mata sendiri semua anak strong kayak cela iri aurel punya keluarga bahagia kayak sekarang blg bunda ash lebih mungkin punya anak hati sayang kamu perempuan bakal jadi ibu bayangin anak yang jadi korban bully,60,47
374,positive,Ganteng... Ini klo ga salah managernya.. semoga d lancarkan yaa..,ganteng kalau salah managernya moga lancar,10,6
375,positive,"Mukanya mirip ,,,insya Allah jodoh dunia akhirat mbk  <USERNAME> amiiii",muka mirip insya allah jodoh dunia akhirat mbk username amiiii,10,10
376,positive,Cantik banggeett ya kak depe.. ???? gk keliatan loh klo dy pernah nikah.. seperti msh gadis wajah nya.. cantik ???????????? semoga lancar sampai hari H kak depe.. bahagia dunia akhirat aammiinnn ??,cantik banget kakak depe lihat loh kalau dy pernah nikah msh gadis wajah nya cantik moga lancar hari h kakak depe bahagia dunia akhirat aammiinnn,32,25
377,positive,Dadddd :( Semoga bisa dateng yaaa & untuk papa-papa diluar sana. Semoga sehat selalu & bisa menjadi saksi anak-anaknya saat menikah. AAMIIN!????,dadddd moga dateng yaaa ayah ayah luar sana moga sehat selalu jadi saksi anak anak meni aamiin,22,17
378,positive,Semoga dilancarkan nikahnya dan ayahnya lekas ditemukan dalam keadaan sehat tanpa kurang suatu apapun :),moga lancar nikah ayah lekas temu ada sehat kurang suatu apa,15,11
379,positive,Semoga aja nikahannya lancar y mb. Jgn berlarut sedih kl bapak tirinya gak datang yg penting bapak kandung datang. Mungkin sj ada alasan anak kandung dari bapak tersebut melarang. Mungkin sj bapak itu udah balikan sama istri pertamanya. Dan kl sibapak datang itu berrti akan mengingatkan cerita lama. Mungkin yaa..,moga nikah lancar y mbak jangan larut sedih kalau ayah tiri datang penting ayah kandung datang mungkin sj alas anak kandung ayah sebut larang mungkin sj ayah sudah balik sama istri pertama kalau sibapak datang berrti ingat cerita lama mungkin,50,40
380,positive,"Yea pak polisinya pinter hahahaha.. langsung belok, SIM nembak, gatau rambu2. Malah minta surat perintah yaelah lu pikir rumah lu mau digeledah ??",yea pak polisi pinter hahahaha langsung belok sim nembak gatau rambu malah minta surat perintah yaelah kamu pikir rumah kamu mau geledah,23,22
381,positive,Ini mau nikah lagi baguass deh smoga kelak jd kluarga yg samawa,mau nikah baguass deh moga kelak jadi kluarga samawa,12,9
382,positive,Lucu.... suaranya kak abbey cantik kayak orang nya.... ?????????????? terharu....,gemas suara kakak abbey cantik kayak orang nya haru,10,9
383,positive,Pernah ketemu sama mba artika sari disesemall di Jakarta...ampunnn ayunee...mana semampai....murah senyummm....cakep pisan lah,pernah ketemu sama mbak artika sari disesemall jakarta ampunnn ayunee mana semampai murah senyummm bagus pis lah,14,17
384,positive,"Bener kata pepatah Yess, Buah Jatuh gak Jauh dari PohoN nya... Cantik Nya dapet dari Mama_Nya, Suara Bagus dan Pinter nyanyi dari darah seni Papa Nya.. #calon generasi hebat di masa depan",benar kata pepatah yess buah jatuh jauh pohon nya cantik nya mama nya suara bagus pinter nyanyi dari darah seni ayah nya generasi hebat masa depan,32,26
385,positive,"Bahagianya punya anak cantik berbakat, bersyukur bnr dapat titipan demikian indah",bahagia punya anak cantik bakat syukur bnr titip indah,11,9
386,positive,Semoga di berikan kesehatan dan rezeki yg berlimpaah pak ??,moga ikan sehat rezeki berlimpaah pak,10,6
387,positive,Semoga selalu sehat dan dimurahkan rejekinya ya Pak,moga selalu sehat murah rejekinya pak,8,6
388,positive,"Pria setia, pekerja keras tdk malu pilih-pilih cari nafkah sangat sedikit sekali yang banyak kebalikan..beda bgt sama seseorang yang kenal. Mentang2 ganteng, milih nganggur ketimbang jd ojol. Udh gitu istri diselingkuhin lagi. Baik kalo ada maunya ????",pria setia kerja keras malu pilih pilih cari nafkah sangat sedikit sekali banyak balik beda banget sama orang kenal mentang ganteng milih nganggur ketimbang jadi ojol gitu istri diselingkuhin baik kalau mau,37,32
389,positive,"Doa istri dan anak menyertaimu bang... lelaki yg bertanggung jawab itu sangat PERLU, karna kalo laki2 tanggung jawab otomatis dia akan sayang dgn anak dan istri. Beda dgn sayang yg belum tentu bertanggung jawab ??????",doa istri anak serta bang lelaki tanggung jawab sangat perlu kalau laki tanggung jawab otomatis akan sayang anak istri beda sayang belum tanggung jawab,35,24
390,positive,Ya Allah bahagia itu gak harus dgn cara yg mewah sesederhana begini aj deh bahagia bisa komunikasi dgn keluarga ??,allah bahagia tidak cara mewah sederhana begini deh bahagia komunikasi dengan keluarga,20,12
391,positive,"Mereka hanya mencari rejeki utk keluarganya, kalau ada yg merasa tdk berkenan tolong jangan menggunakan kekerasan",hanya cari rejeki keluarga kalau yang rasa kenan jangan guna keras,16,11
392,positive,"Salut sekali Banting tulang demi menghidupi keluarga.yg duduk di bangku empuk,pakai AC Malah merampok.yg milih rakyat jelata lagi",salut sekali banting tulang hidup keluarga duduk bangku empuk pakai ac malah rampok milih rakyat jelata,18,16
